Time,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
199805,0.68,2.48,0.19,-6.91,-1.17,-1.61,-1.18,-2.86,0.72,-3.06,-3.58,-7.66,-6.55,-2.91,9.29,-3.39,-12.54,-2.07,-4.61,-1.28,-1.92,-6.49,-7.42,-5.15,-5.2,-3.99,3.49,0.73,-2.71,-3.77
199806,-0.66,6.3,5.11,-2.9,5.56,3.26,1.74,5.75,-3.78,-7.56,-0.89,-2.24,-6.28,6.1,1.94,-2.76,-5.82,-2.63,-1.74,2.43,2.78,13.03,4.2,-7.38,0.58,-0.47,6.15,-0.46,3.09,2.2
199807,-8.17,-4.89,9.97,-2.8,-3.1,-3.88,-10.58,-0.62,-9.37,-10.01,-5.95,-6.8,-10.05,-2.47,-1.44,-5.75,-7.56,8.12,-7.42,-5.75,3.41,-5.51,3.27,-7.13,-6.48,-4.03,-2.91,-4.65,-1.4,-3.42
199808,-9.39,-20.19,-5.63,-22.78,-10.84,-11.35,-22.58,-12.68,-12.3,-15.28,-19.51,-18.82,-19.72,-11.65,-20.35,-19.91,-20.22,-25.12,-10.44,1.86,-12.2,-18.51,-17.83,-15.58,-17.11,-18.07,-13.65,-15.35,-22.58,-18.62
199809,3.91,-5.48,12,-1.78,-0.79,-5.57,2.07,11.55,0.22,-5.95,-1.52,8.55,1.02,-0.51,2.06,5.45,34.98,4.74,12.76,7.5,9.72,15.02,12.74,4.66,1.38,10.2,-0.93,0.26,1.57,7.53
199810,8.88,15.44,10.5,6.72,7.06,18.22,6.55,3.53,1.36,2.64,11.4,7.77,13.04,9.78,11.59,13.93,0.76,2.64,0.9,-2.09,6.39,0.35,9.96,9.22,7.77,3.66,12.08,10.31,9.69,7.34
199811,4.03,5.48,8.84,12.3,8.06,0.78,3.05,5.86,4.16,9.41,3.59,-2.39,3.56,3.65,4.5,8.86,-0.94,5.8,0.04,1.04,3.38,12.47,9.93,6.02,2.63,2.22,10.74,3.33,6.04,-0.94
199812,-2.02,-0.69,-3.42,-3.37,9.06,5.02,3.42,4.64,-4.96,5.19,4.42,-1.19,-0.62,11.62,3.83,-5.85,-2.14,22.23,-2.04,2.44,13.95,14.54,13.72,-0.55,3.48,3.47,9.98,6.78,2.85,-1.37
199901,-4.14,-2,-12.56,7.83,-1.32,-2.44,6.62,-0.11,-5.56,-8,9.2,3.45,4.82,2.25,7.03,-0.19,-3.2,18.81,-6.59,-6.62,8.35,14.25,12.87,-3.13,0.45,-1.08,3.25,1.06,0.18,-6.63
199902,-4.1,-1.69,-16.32,4.57,-0.52,-1.62,1.6,-0.12,0.78,-8.74,-7.42,-5.77,-3.47,-4.89,-5.18,3.25,-1.72,5.93,-3.86,-4.12,-3.22,-9.99,-12.61,-1.96,-1.46,-7.38,-1.38,6.48,0.27,0.48
199903,-3.73,-2.08,-9.36,-5.17,2.51,4.52,1.06,2.13,3.06,-6.95,4.82,-2.92,1.85,8.78,-1.8,3.99,-0.43,29.4,14.38,-2.14,-1.14,11.63,4.71,1.08,2.6,-3.41,3.27,2.99,2.6,-2.57
199904,0.62,4.66,-0.3,4.44,5.42,3.86,8.23,-5.91,21.68,8.7,3.37,30.3,15.92,-3.26,10.15,14.09,20.51,22.58,15.2,6.81,7.91,-2.75,6.06,19.75,11.25,4.83,-0.71,-0.47,5.91,17.05
199905,3.54,-0.97,9.62,-5.78,-1.8,-3.35,-2.89,-2.38,-6.15,2.07,-1.81,-7.73,-2.1,-2.9,-6.36,-2.29,-10.6,-12.59,-3.02,6.39,0.71,-2.88,-0.01,-4.24,-5.18,2.51,-3.77,-7.28,-3.95,-0.43
199906,0.29,-4.71,4.46,5.07,3.63,0.93,1.19,4.1,2.11,3.16,-6.67,8.44,8.99,10.14,-1.67,6.48,8.42,-23.46,-0.9,-4.69,5.44,8.47,12.7,3.25,0.56,5.07,8.53,3.11,2.43,2.87
199907,-4.28,-0.12,-7.26,-6.72,-0.8,-1.44,-10.16,-4.82,-0.39,-4.15,-1.56,-1.53,-2,-3.28,-7.61,-0.37,-9.15,-11.03,1.66,-0.86,-1.99,-6.87,1.99,-0.07,-2.59,-1.12,-6.59,-2.97,-6.15,-18.08
199908,-2.68,-4.24,0.16,-2.52,-9.83,2.23,-11.49,3.34,-6.18,-8.89,-3.16,-0.82,-2.27,1.92,3.89,-2.72,-0.07,11.06,1.14,0.21,-7.97,1.01,7.54,-4.32,-8.61,-5.24,-6.67,-4.49,-5.67,-8.57
199909,-5.11,-15.33,-7.3,-3.63,0.94,-10.15,4.88,-7.48,-5.83,-13.96,-10.59,-2.93,-1.65,4.36,-7.14,-6.5,5.06,-11.41,-4.01,-4.76,4.04,2.67,-3.02,-4.01,-6.64,-5.56,2.38,1.37,-5.71,-7.02
199910,8.31,16.02,-25.32,0.98,9.76,11.14,-0.02,10.4,1.83,2.17,0,0.4,2.02,12.05,2.41,-0.36,-4.78,24.04,-2.81,1.85,9.11,2.5,3.02,4.17,7.16,-7.4,5.91,-4.88,13.58,-9.1
199911,-7.08,8.49,3.16,6,-8.45,-0.24,-10.62,1.13,-1.06,1.79,2.39,6.88,-0.34,-3.82,-3.39,-4.73,0.97,-1.83,3.58,-7.75,3.98,9.89,13.98,-0.79,-5.53,4.6,3.77,4.42,-3.92,-1.9
199912,-6.11,-9.27,-10.59,6.77,12.32,3.73,3.56,-6.08,6.18,2.1,3.41,21.58,10.9,17.09,2.47,3,6.3,19.29,-0.75,-2.68,3.74,23.38,17.44,6.25,-0.37,6.58,7.8,-7.72,-1.5,9.02
200001,-8.7,-2.69,-9.03,1.77,-1.33,-6.92,-11.91,7.13,-9.74,-8.06,-11.21,-3.18,-0.89,-12.93,-1,-9.71,-6.35,40.11,-1.8,5.65,-4.39,-10.09,-1.04,-9.21,-10.06,7.18,-14.92,-7.8,-4.82,-4.34
200002,-7.32,-12.07,-4.44,-2.53,-1.14,-12,-13.16,-3.35,-7.68,-6.27,-6.79,6.41,8.44,-1.25,-8.64,-7.44,-3.98,-3.88,-6.28,-7.69,-3.9,7.11,24.66,-11.84,-5.8,1.33,-4.36,-12.46,-9.03,-1.74
200003,9.22,-0.34,4.64,10,12.46,-14.73,24.91,-0.17,11.69,4.83,11.8,3.02,5.12,16.52,9.17,9.54,3.47,-7.71,13.27,5.3,7.05,2.25,4.09,8,12.39,6.56,13.91,15.51,16.2,-0.9
200004,-4.36,3.22,3.33,1.74,-7.8,3.83,3.84,4.82,-4.18,5.99,0.87,-1.3,4.74,0.1,11.34,4.66,-5.21,-15.79,-1.4,7.14,-8.33,-16.96,-6.76,-1.66,3.02,-3.06,-6.06,3.36,-4.36,9.13
200005,15.15,11.37,19.01,0.75,-6.43,2.29,-5.54,3.45,-0.6,-3.73,-7.6,-5.42,-10.82,-0.1,-15.89,-1.19,0.62,-13.12,10.48,3.4,-10.93,-9.46,-12.15,-1.91,-4.06,0.8,-3.54,-4.71,4.61,5.19
200006,1.94,5.65,2.56,-0.26,-0.5,-2.93,-7.17,11.12,-6.89,-10.3,-1.97,14.93,0.83,0.28,-12.54,-10.77,-5.67,14.4,-6.76,-5.16,3.79,10.91,13.09,-5.86,-2.39,-2.47,-2.54,-4.16,-4.58,0.77
200007,-1.36,6.09,-4.95,-1.86,-1.67,-3.12,5.5,-6.64,-0.52,4.35,-3.32,-6.48,-6.39,-0.74,4.12,6.53,-7.1,10.9,-3.06,3.95,-7.84,-8.3,-3.81,4.05,6.09,3.54,-2.57,-2.44,8.35,-1.8
200008,-3.16,-11.34,18.62,5.17,2.32,3,2.03,3.04,1.37,-4.18,5.26,24.07,8.52,6.43,4.47,9.73,4.54,17.26,8.21,11.23,-1.54,10.27,12.34,1.52,-4.05,9.87,-5.76,-1.19,9.89,12.53
200009,4.39,4.95,0.36,-8.69,-1.18,-2.26,-1.74,3.2,-5.28,5.04,-4.05,-12.62,-16.72,-11.24,-5.53,6.92,-6.51,-14.23,4.1,9.12,-4.53,-9.67,-18.39,-6.29,-1.72,3.59,2.04,1.07,1.7,-1.65
200010,5.51,8.43,22.31,-5.48,-2.34,9.42,3.71,2.06,4.34,-3.62,5.62,-12.6,-5.04,-11.1,1.63,13.6,-4.9,6.6,-3.47,-2.81,-0.91,-7.54,-7.18,10.16,6.95,-3.77,-2.29,3.76,-1.04,-5.73
200011,3.93,3.69,3.64,-14.72,-5.78,-0.35,3.56,0.3,-1.35,-0.97,-2.93,-16.17,-10.24,-9.99,-13.72,-1.25,3.5,8.73,-3.06,2.59,-16.1,-19.83,-25.28,-0.66,0.32,-7.13,-1.21,4.61,-5.99,-8.61
200012,5.01,-3.07,16.52,3.94,9.91,2.65,15.35,3.03,11.7,6.06,11.65,1.37,8.61,5.71,0.98,-0.43,4.91,43.54,6.99,6.08,-4.73,-6.94,-8.63,10.83,1.82,12.43,3.81,1.89,9.58,-1.39
200101,-4.71,-5.29,-0.44,15.31,2.27,-4.51,3.1,-9.5,-4.67,13.07,-1.62,5.38,10.55,2.78,14.35,-6.19,1.26,-3.02,-3.94,-11.31,13.73,17.67,13.48,-4.67,5.06,-2.42,9.41,-4.3,-0.94,-3.85
200102,0.92,-6.63,9.1,-3.73,-0.25,-1.46,-12.08,-0.86,-1.41,-1.94,0.16,-23.77,-9.62,-14.64,-1.16,2.98,1.89,22.71,-0.44,5.86,-10.33,-16.24,-31.96,2.02,-6.94,-5.06,-6.59,-0.42,-5.71,1.01
200103,-3.78,-9.81,-0.53,-8.42,-7,-9.28,-1.62,-8.86,-5.33,-4.54,-1.95,-8.83,-2.31,-12.3,-2.7,-9.69,-2.74,18.48,-0.65,1.22,-6.28,-13.23,-14.22,-6.43,-1.57,-6.02,-2.45,-5.43,-3.62,-8.08
200104,-2.12,-2.59,5.2,12.81,4.53,1.38,6.47,3.59,6.02,5.24,2.55,12.94,14.22,10.36,6.78,12.25,6.24,8.05,9.68,5.07,2.28,18.41,15.39,5.23,2.63,7.78,4.59,6.45,3.7,12.38
200105,2.29,4.39,1.95,9.73,3,5.06,3.34,2.7,2.27,1.94,1.61,-0.08,-0.42,3.65,-4.6,2.08,10.32,-13.9,-0.13,-0.31,-1.64,0.95,-6.8,1.45,4.37,-1.07,1.32,3.87,3.46,0.97
200106,-1.15,-5.22,-0.85,-1.74,0.51,0.57,-2.73,-3.15,-2.67,3.5,-0.23,-7.3,-4.72,-8.14,4.02,-13.92,-4.68,-16.83,-7.74,-6.5,-3.35,3.79,-1.85,-4.71,-3.27,-2.37,-2.78,-4.06,0.45,-1.02
200107,3.07,0.5,-9.49,-6.72,-0.73,4.04,0.29,2.03,-3.67,8.56,-0.49,-2.46,-2.79,-5.06,3.45,3.08,-6.55,-15.95,-2.44,-4.1,-1.03,-10.09,-4.68,5.24,-0.51,0.02,5.11,3.59,-0.99,-9.34
200108,2.91,5.79,4.35,0.45,-4.55,0.71,-3.77,-3.42,-1.3,-2.87,-0.01,-6.45,-5.64,-2.95,-14.52,-5.92,1.97,7,-3.86,0.37,-9.57,-13.29,-11.45,-1.98,-4.62,-4.87,-8.68,0.87,-5.96,-5.53
200109,0.17,-3.5,2.64,-16.67,-8.46,-5.5,-17.19,-0.86,-9.87,-18.08,-14.27,-22.28,-20.06,-13.71,-18.08,-24.42,-3.02,-16.06,-5.81,-6.38,-2.74,-13.24,-24.71,-8.92,-15.12,-9.1,-10.08,-13.68,-6.2,-11.46
200110,1.03,1.12,-3.04,7.82,-0.2,0.94,7.36,0.96,3.2,5.36,5.63,2.2,10.42,2.4,-2.53,4.06,-4.46,29.09,4.23,1.14,-9.64,10.54,19.23,0.74,2.9,-7.28,3.19,2.64,-1.61,-1.07
200111,0.43,-0.16,1.02,10.35,9.4,5.84,9.48,4.87,10.79,6.91,6.79,15.56,7.61,9.82,17.67,7.9,4.35,-14.5,-4.16,-1.49,5.86,11.1,20.09,9.31,11.45,-3.79,12.88,5.72,6.98,5.58
200112,2.46,1.47,-1.87,4.47,3.43,1.57,7.03,-3.04,-1.16,12.52,8.1,-2.76,6.35,5.16,-4.22,5.02,3.77,9.8,5.73,4.09,2.6,3.25,-4.1,2.29,1.43,0.69,4.83,3.97,2.75,4.25
200201,2.27,-3.9,8.31,4.11,0.42,2.47,5.29,-2.5,-1.44,3.43,0.7,-0.35,1.96,1,3.05,5.27,1.13,-9.38,-2.92,-4.17,-7.36,-4.26,3.22,-0.08,6.56,3.05,1.95,6.15,-1.44,-6.63
200202,1.78,8.01,4.91,1.79,6.93,2.44,-1.11,-0.62,4.53,6.46,4.48,-0.15,3.74,-0.73,5.51,8.18,3.96,-0.83,5.37,-0.51,-2.52,-7.93,-16.74,5.04,1.78,-2.52,0.19,-1.45,-1.26,2.53
200203,1.02,8.17,1.45,7.93,4.87,4.47,4.8,0.33,5.04,1.87,1.86,5.9,9.73,5.08,7.77,2.97,8.01,14.54,7.45,9.85,0.2,3.65,9.42,1.87,2.96,5.28,1.41,5.3,6.37,-0.67
200204,2.05,4.88,3.14,4.33,-2.23,0.01,1.32,-7.72,-5.22,8.54,3.37,-7.22,-2.62,-1.4,1.37,-3.5,0.24,-7.29,-4.75,-0.05,-12.85,-13.8,-8.34,2.2,-4.79,-1.33,-2.34,3.83,-1.5,-12.34
200205,2.39,-0.64,4.39,-4.13,-0.55,-0.3,-1.91,-2.37,1.64,0.64,-1.81,0.14,-4.49,2.19,0.83,0.42,6.5,5.4,-0.94,-6.13,2.84,-4.26,-3.21,0.19,-0.28,-5.78,-1.4,-0.12,-0.36,-1.35
200206,-3.3,-0.4,-22.18,-6.62,-4.34,-3.08,-1.88,-9.73,-1.19,-4.07,-2.32,-5.4,-7.57,-7.41,-9.57,-0.51,-8.55,-6.46,-0.12,-5.41,-14.52,-5.96,-18.71,-2.81,-0.27,-6.13,-5.27,-4.42,-4.8,-4.71
200207,-9.28,-7.43,3.92,-15.05,-5.43,-2.77,-10.04,-2.7,-9.42,-22.64,-10.72,-20.49,-14.42,-8.93,-13.07,-8.4,-9.84,-30.35,-11.75,-12.15,-11.84,-10.55,-9.18,-6.08,-5.21,-11.02,-12.11,-9.71,-7.53,4.66
200208,-0.08,2.25,8.78,4.4,3.18,1.56,-2.18,0.51,1.75,-3.02,-2.07,-5.09,-0.91,-0.72,-1.94,-9.78,5.16,9.68,0.39,3.28,0.2,1.5,-3.5,-0.83,-2.2,4.36,1.84,-3.77,1.92,-4.05
200209,-5.04,-5.67,-21.41,-4.99,-3.75,-2.72,-5.74,-6,-11.28,-7.69,-9.93,-18.63,-10.04,-9.18,-13.63,-9.62,-8.14,-8.28,-8.3,-10.94,-9.46,-14.39,-17.8,-10.36,-5.29,-6.51,-9.63,-13.58,-11,-14.78
200210,7.9,-0.54,4.76,10.76,5.48,2.95,8.83,5.55,5.58,3.72,3.04,6.52,9.66,5.62,-9.53,-0.24,-8.25,4.02,3.06,-0.77,21.2,19.18,15.08,3.76,2.45,5.17,6.3,-0.45,7.4,0.98
200211,-0.67,-3.18,-6.71,9.01,-1.12,-2.13,4.65,3.59,9.3,10.73,4.84,18.16,11.92,11.44,17.72,7.01,6.01,10.19,2.87,1.45,11.71,10.23,21.16,7.49,4.42,-3.25,2.77,5.66,3.41,5.86
200212,0.59,-3.31,8.87,-13.92,-1.17,-0.17,-4.86,-4.16,-4.39,-4.75,-2.07,-10.51,-9.29,-3.85,-9.14,-2.91,9.04,12,0.63,3.74,-9.18,-8.73,-16.24,-5.27,-1.3,-2.71,-8.13,-5.41,-4.57,-7.13
200301,-6,-5.95,-6.35,-7.96,1.02,-2.55,-3.99,-0.69,-6.13,-3.91,-3.65,-5.16,-5.82,-5.09,-2.64,-3.57,-0.69,-14.34,-2.48,-3.34,-3.58,-2.13,-1.08,-1.55,-5.24,-2.28,-5.19,-5.97,-1.43,-5.24
200302,-5.27,-0.92,1.15,-1.86,-4.91,-2.92,-2.44,-2.03,-4.3,-4.1,0.11,2.19,1.77,-0.41,-6.42,-8.68,-6.57,14.45,1.72,-4.03,-6.53,-1.52,3.4,-1.7,-3.38,-3.48,-0.6,-4.78,-3.15,1.48
200303,-0.66,0.9,-19.78,0.2,-2.32,6.4,6.28,3.69,3.33,-1,0.84,-3.36,-1.92,-3.69,-3.94,-5.57,-3.02,-3.61,1.45,4.2,-0.67,0.79,-2.36,0.68,3.26,-0.6,5.38,5.03,-0.09,4.95
200304,4.74,2.1,2.61,14.33,8.05,3.36,7.06,4.22,9.87,11.86,7.49,10.26,8.56,10.61,18.97,8.98,6.46,2.17,-0.59,7.18,11.07,7.89,10.59,3.1,10.27,6.14,9.59,8.99,11.12,13.6
200305,5.01,10.11,32.38,6.57,6.42,2.77,4.15,3.81,0.75,4.22,10.5,12.92,6.01,6.69,3.63,11.26,11.43,25.35,8.36,10.01,6.13,5.58,13.65,2.61,3.86,6.79,2.41,7.56,5.63,-1.08
200306,0.61,0.71,10.81,4.85,-1.67,-2.62,-0.84,4.02,-1.2,-2.01,-0.04,2.11,2.37,-0.21,3.15,6.32,5.67,0.61,-1.11,0.63,1.86,0.68,0.01,1.2,0.28,4.12,2.68,6.68,0.49,0.61
200307,-1.59,-1.89,-11.37,-0.77,-1.23,0.84,2.88,0.53,7.82,13.42,0.55,6.83,9.94,7.46,6.02,4.23,11.06,-12.62,-2.54,-5.26,-1.7,2.8,8.44,4.67,0.78,-0.91,4.26,2.19,4.46,0.17
200308,0.68,-2.1,2.46,4.82,0.83,0.96,5.55,-2.61,1.61,6.29,5.59,4.58,7.54,6.56,8.34,7.91,8.7,7.43,6.06,1.85,1.29,3.41,8.15,3.62,1.25,3.1,7.87,1,-0.81,3.51
200309,1.56,-1.63,8.02,-2.85,-0.11,2.03,-0.92,0.16,-6.1,-3.04,-0.16,-3.39,-7.91,-6.12,-5.1,-6.86,1.32,-2.42,-2.23,3.79,-5.74,0.56,-2.6,-2.19,-0.85,0.43,-5.9,1.86,0.57,-0.31
200310,3.48,5.63,6.07,4.12,7.51,4.39,11.52,0.66,6.56,3.22,10.47,19.17,12.68,9.8,9.01,11.02,14.07,9.69,1.48,1.48,6.62,3.15,13.06,7.8,9.95,4.72,9.79,6.82,6.99,-0.97
200311,2.98,2.28,11.52,4.66,2.05,-0.93,3.37,1.56,2.79,-0.85,3.92,3.47,3.93,7.35,3.74,-0.37,11.03,1.52,0.55,0.88,-0.67,0.71,2.98,0.91,-0.8,4.36,-0.54,3.79,0.65,-0.05
200312,1.65,6.55,5.59,5.69,2.78,2.23,0.82,5.61,9.48,1.1,4.46,10.78,3.41,5.34,15.44,10.84,4.58,26.4,13.34,5.73,7.27,4.38,0.02,8.94,1.57,3.26,-3.32,-0.44,4.19,8.15
200401,1.06,-2.97,1.98,0.18,1.29,2.12,-1.41,2.97,-2.02,1.3,-2.3,-0.23,-1.61,-0.55,-3.42,2.35,-9.97,-7.45,0.26,1.84,1.36,3.79,4.82,-3.51,-4,2.88,-0.27,0.41,3.27,5.99
200402,5.98,2.53,3.76,1.12,1,2.93,5.68,0.85,2.62,10.32,6.75,6.39,0.45,-2.65,-1.53,-0.78,4.38,7.05,4.45,2.03,-0.83,-3.16,-2.8,3.45,0.14,2.2,6.69,7.05,2.73,-2.03
200403,0.92,-0.3,-4.12,1.33,-0.29,1.47,3.24,-3.99,-1.77,-2.45,3.44,-4.55,1.05,-0.57,-1.99,-4.82,2.91,6.86,-0.19,1.09,-2.5,-1.64,-2.56,0.49,-0.63,2.09,-0.22,0.67,-0.74,-4.83
200404,3.01,0.29,1.83,-2.44,-0.16,2.14,-2.21,3.5,-0.71,-3.43,-4.42,-8.85,-2.62,-1.85,3.51,2.42,-18.24,2.84,2.54,-3.6,-0.57,-0.56,-8.13,1.1,0.16,0.83,-3.29,-0.91,-4.65,-1.51
200405,-2.17,2.19,-12.67,0.72,0.38,1.46,-0.02,-0.44,0.56,-4.71,2.16,5.72,2.1,1.01,-2.96,0.85,5.19,6.57,0.5,1.19,-2.95,1.99,6.74,0.55,2.04,0.1,0.65,-3.09,1.8,3.39
200406,2.67,-0.3,5.95,3.42,-2.02,2.19,4.54,-0.46,5.35,2.96,1.5,9.32,5.91,6.65,5.22,8.87,2.23,13.73,5.18,1.95,0.52,3.39,1.2,5.14,6.12,2.8,-0.42,-0.52,0.52,4.92
200407,-5.12,-10.13,-3.85,-6.4,-4.43,-5.34,-5.22,-5.97,-3.42,-2.01,-3.62,-0.3,-6.29,-8.94,-3.75,0.85,2.09,-1.66,3.33,0.95,-1.43,-6.24,-10.32,-5.42,-4.58,-11.4,-3.51,2.32,-2.41,0.59
200408,0.05,1.76,3.08,-1.43,0,4.45,0.29,1.56,2.9,0.91,3.88,-0.38,-2.5,0.4,-3.52,-0.09,7.27,-5.13,-1.41,3.56,1.19,-2.93,-6.12,0.05,-0.69,-2.55,-0.86,-2.7,3.03,-1.05
200409,-0.64,-8.01,-2.59,4.18,1.27,-3.01,2.74,-1.53,4.23,3.45,4.84,7.69,5.91,2.03,2,0.47,6.37,8.53,8.66,1.27,1.23,4.13,2.35,-0.09,3.25,-0.1,2.76,4.55,0.1,2.39
200410,3.63,0.97,2.73,2.31,2.16,-3.58,4.62,-2.51,0.36,6.16,0.68,-3.66,-1.06,2.79,-4.4,-2.46,-2.67,-0.56,0.54,4.14,3.24,4.14,5.36,-3.41,6.16,2.53,3.26,2.71,0.46,1.3
200411,3.13,-0.84,17.25,6.78,2.56,3.91,3.97,0.51,8.6,5.02,6.61,12.67,7.53,8.04,7.96,6.61,3.59,25.27,6.1,4.74,3.38,6.33,5.01,5.71,5.49,8.29,2.21,7.39,4.52,4.49
200412,4.88,4.2,7.32,7.57,1.21,3.99,5.66,5.5,2.67,4.05,5.9,-1.89,3,4.06,4.8,0.38,-2.78,-3.19,-2.43,2.32,4.12,3.06,2.88,3.44,3.61,5.73,2.83,4.92,4.07,3.23
200501,-0.24,-0.83,4.2,-4.77,-3.52,-1.42,-2.81,-4.21,-1.63,-3.46,3,-0.56,-5.25,-1.34,-8.16,-1.31,-2.87,4.39,2.78,1.62,-4.33,-5.88,-6.38,-3.42,-7.99,-2.88,-1.16,0.17,-2.28,-1.58
200502,-1.09,1.3,2.96,-1.23,-0.01,-0.19,1.83,2.32,8.11,0.46,3.53,9.54,6.3,2.18,-0.49,4.09,11.08,13.97,19.31,2.19,-0.45,-1.69,1.67,2.25,2.43,2.92,0.2,1.08,-0.43,-0.8
200503,-1.4,-1.2,0.1,-0.85,-1.7,-0.8,-1.44,-0.62,-2.25,-6.67,-3.92,-7.66,-3.33,-2.82,-8.74,2.09,-6.05,-3.73,-3.71,0.43,-0.33,-2.35,-2.75,-0.76,-1.88,-2.06,0.24,-0.03,-3.44,1.29
200504,-0.32,1.98,-1.55,-4.93,-3.23,-3.04,-7.57,3.74,-7.66,-6.16,-2.13,-9.97,-5.63,-8.16,-11.49,-1.06,-9.58,-6.35,-5.82,1.93,-2.19,-4.73,-4.46,-8.09,-5.69,-2.92,-5.95,-6.06,-1.13,-0.52
200505,1.69,2.17,2.94,4.1,-0.91,1.45,6.42,1.21,-0.02,5.67,5.59,-0.02,5.41,6.66,9.99,5.02,0.96,10.16,1.69,1.39,1.22,4.87,10.14,0.4,4.57,4.05,6.36,7.84,3.09,1.45
200506,-2.24,-4.16,-2.57,-1.11,-0.65,-2.76,5.73,-0.8,-1.18,1.48,3.41,-3.18,0.36,-3.08,2.74,-0.1,4.57,6.95,5.47,5.34,-0.06,-1.41,-1.38,-3.32,-3.65,1.31,2.85,-2.65,2.24,-3.25
200507,1.36,1.42,3.34,3.77,2.19,3.16,2.77,3.49,4.38,2.61,9.2,12.92,10.17,6.62,7.31,2.21,3.74,20.72,5.54,2.72,2.74,4.96,6.38,4.84,7.63,5,5.82,4.25,1.5,-0.54
200508,-1.88,0.18,4.24,-1.03,0.42,-1.34,-4.32,-0.63,-6.36,-2.48,-2.84,-1.07,0.52,0.01,-4.47,-0.36,2.59,8.45,5.31,0.93,-1.43,0.13,-1.53,-3.24,-3.77,-1.63,-6.88,-5.12,-1.75,-2.72
200509,0.36,0.26,4.45,-1.65,-3.69,1.01,-1.71,-2.24,-2.14,-4.85,2.26,2.77,-0.61,2.12,-6.72,1.24,14.04,9.15,6.91,4.09,-1.8,-0.34,1.14,-0.42,2.85,-0.28,-2.43,-0.58,0.9,0.25
200510,-3.73,0.31,1.43,-2.99,-7.27,-3.55,-2.33,-3.52,2.07,-4.33,-9.1,-4.62,-4.89,-4.41,-6.92,-4.76,-6.39,-10.13,-10.45,-7.12,-3.37,1.31,-4.75,0.36,2.74,-2.17,2.02,-0.11,2.25,0.11
200511,-0.33,1.16,-2.93,5.39,2.67,2.75,5.69,1.26,3.08,4.88,5.27,12.51,6.97,6.6,-1.31,4.35,7.03,0.36,0.73,-0.52,2.25,5.16,6.96,7.24,7.15,4.17,3.47,6.48,4.21,4.4
200512,-0.58,-2.46,3.89,-3.1,0.23,1.24,-0.26,2.08,0.27,0.55,-0.53,3.36,0.27,-1.04,-1.84,2.38,7.55,1.09,0.12,0.91,-1.9,-2.41,-1.78,1.13,0.8,0.69,-1.41,0.71,-0.02,-0.68
200601,1.46,-1.01,-2.8,4.4,0,2.41,1.57,1.8,2.85,-3.31,8.86,14.59,10.99,6.08,4.76,1.66,16.64,14.79,12.13,2.67,3.37,2.74,4.44,-2.87,3.8,6.6,0.31,3.9,0.96,-3.2
200602,1.14,1.61,-0.45,0.03,1.73,0.78,0.41,0.73,-0.61,3.12,-3.25,-3.29,-0.77,2.8,-2.81,4.68,-9.35,-8.87,-8.46,-0.11,2.97,-3.06,0.36,0.57,0.79,1.27,0.97,1.84,1.27,1.57
200603,2.52,-0.2,-0.25,3.3,0.34,-0.75,2.69,-1.33,0.93,-2.3,2.56,11.79,2.74,4.64,2.11,3.26,6.03,5.43,3.55,-3.99,1.46,2.57,2.68,3,4.27,3.62,1.8,2.06,0.27,4.93
200604,1.68,0.53,2.98,1.96,-0.83,1.08,-1.68,-2.29,2.57,0.75,-0.7,7.32,5.54,0.51,-1.52,4.8,7.54,20.33,3.83,1.49,1.32,-1.63,-0.69,5.21,0.11,-3.52,-1.83,-0.6,2.44,-0.09
200605,3.11,3.41,-1.38,-1.94,1.83,-4.4,-5.7,-2.61,-2.66,0.89,-9.19,-5.02,-4.08,-4.72,2.04,-1.7,-11.95,-2.07,-3.88,1.08,-0.69,-6.43,-7.76,-2.94,-2.03,-2.62,-1.92,-3.93,-4.04,-1.52
200606,-1.52,-1.27,2.55,0.26,-0.34,0.33,-0.69,-0.54,-1.55,1.08,-4.08,2.53,-1.28,1.16,1.37,-0.64,0.73,-6.5,2.75,2,2.46,0.49,-3.55,-3.17,3.64,-1.65,0.06,1.3,-0.79,-2.76
200607,1.74,4.04,8.64,-7.42,-2.01,-0.02,-3.24,3.87,-4.71,-3.84,-7.84,-4.56,-6.33,-6.34,-4.12,-3.62,-2.54,-12.99,5.36,4.48,2.09,-3.5,-5.18,-5.45,-11.86,-2.45,-5.12,-6.43,0.89,-0.59
200608,2.4,1.83,3.89,1.96,3.62,6.18,3.49,1.87,3.48,0.98,1.38,-2.89,-1.14,0.91,2.78,-1.04,1.96,-10.85,-3.4,1.9,1.69,3.82,8.74,2.04,-1.2,1.16,1.93,2.53,1.08,3.37
200609,0.44,-0.54,-6.8,4.59,0.55,1.44,8.6,1.26,2.09,1.21,-2,-0.4,-0.23,3.11,2.88,3.32,-7.49,-15.46,-3.86,-2.52,2.99,3.82,2.43,1.68,3.45,0.96,5.91,6.65,3.22,3.49
